,mineral_name,2v,art & architecture thesaurus id (p1014),babelnet id (p2581),birefringence,caption,class,cleavage,colour,commons category (p373),crystal system (p556),dana,dana 8th edition (p714),density,described by source (p1343),description,diaphaneity,dispersion,elhuyar zth id (p4746),encyclopædia britannica online id (p1417),encyclopædia universalis id (p3219),fluorescence,fracture,freebase id (p646),google knowledge graph id (p2671),gran enciclopèdia catalana id (p1296),gravity,great russian encyclopedia online id (p2924),habit,"ima number, broad sense (p484)",ima status and/or rank (p579),kbpedia id (p8408),kivid.info id (p7348),luster,microsoft academic id (p6366),mindat mineral id (p6263),mohs,mohs' hardness (p1088),molweight,name,named after (p138),"nickel-strunz '10th ed', review of (9th ed/ 2009 update) (p713)",nickel-strunz 9th edition (updated 2009) (p712),opticalprop,other,pleochroism,refractive,solid solution series with (p2155),solubility,space group (p690),store norske leksikon id (p4342),streak,streak color (p534),strunz,"strunz 8th edition (series id, updated) (p711)",subclass of (p279),symmetry,system,tenacity,twinning,type locality (geology) (p2695),unit cell,wolfram language entity code (p4839)
795,krennerite,,,,,"Krennerite in a quartz vein, Cresson Mine, [[Cripple Creek, Colorado]]",Pyramidal (mm2),Perfect on {001},,Krennerite,orthorhombic crystal system (Q648961),,,,,,opaque,,,science/krennerite,,None,Subconchoidal - uneven,/m/06fsd_,,,8.62,,[[Crystal habit|Massive]] to [[crystalline]] with short striated prismatic crystals,,grandfathered mineral (G) (Q13406846),,857.0,High metallic,2778402190,,2.5,,,Krennerite,József Krenner (Q1120952),2.EA.15,2.EA.15,Anisotrophism strong,,weak,Opaque,,,,,greenish grey,,2.EA.15,II/D.16,sulfide class of minerals (Q927407),Orthorhombic <br/>[[H-M symbol]]: (mm2) <br/>[[Space group]]: ''P''ma2,[[Orthorhombic]],Brittle,,Săcărâmb (Q714125),,"Entity[""Mineral"", ""Krennerite""]"
796,krieselite,,,,δ = 0.000,"Krieselite, from Tsumeb, Namibia",Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),,,Krieselite,orthorhombic crystal system (Q648961),75.01.03.01,,4.069 g/cm3,,,,,,,,,,/m/07kbtnz,,,,,Isotypic with topaz,IMA2000-043a,approved mineral and/or valid name (A) (Q13406835),,,Greasy,,,{{frac|5|1|2}} - {{frac|6|1|2}},,230.81 g/mol,'''Krieselite''',,9.AF.20,9.AF.35,Biaxial,,,NCalc= 1.81,,,,,White,white (Q23444),9.AF.35,VIII/B.02,nesosilicates (Q429635),''Pnma'',Orthorhombic,,,Tsumeb mine (Q23723997),,
797,krinovite,,,,,,,None observed,,Krinovite,,,,3.38,,Triclinic meteorite mineral,Subtranslucent to opaque,,,,,,,,/g/120jxbrb,,,,,IMA1967-016,approved mineral and/or valid name (A) (Q13406835),,,Sub-Adamantine,,,5½ - 7,,367.85 gm,Krinovite,Evgeny L. Krinov (Q29583537),9.DH.40,9.DH.45,,,,,,,,,Greenish white,,,VIII/F.14,aenigmatite group (Q3777568),,,,,Canyon Diablo meteorite (Q1034024),,
798,krohnkite,78° measured,,,0.057,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Perfect {010}, good (011), very imperfect {101}",,Kröhnkite,monoclinic crystal system (Q624543),,,,,,Transparent,,,,,,Conchoidal,/m/0dd91xv,,,2.92,,"Encrustations (on matrix), fibrous, massive",,grandfathered mineral (G) (Q13406846),,,Vitreous,,,2.5 – 3.0,,,Kröhnkite,Johannes Berthold Christian Kröhnke (Q55854094),7.CC.30,7.CC.30,Biaxial (-),,,n<sub>α</sub> = 1.544 n<sub>β</sub> = 1.578 n<sub>γ</sub> = 1.601,,Readily soluble in water,,,White,white (Q23444),7.CC.30,VI/C.16,"['kröhnkite mineral group (Q18036956)', 'roselite mineral group (Q3777804)']",''P2''<sub>1</sub>/c,[[Monoclinic]],,"Common, sometimes heart-shaped",Chuquicamata (Q746606),"a = 5.78&nbsp;[[angstrom|Å]], b = 12.58&nbsp;Å <br/>c = 5.48&nbsp;Å; β = 108.3°; Z&nbsp;=&nbsp;2","Entity[""Mineral"", ""Krohnkite""]"
799,krotite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,,,,,Transparent,,,,,,,/m/0gmbwwj,,,2.94,,,IMA2010-038,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,2780392873,,6.5,,,Krotite,Alexander N. Krot (Q15133971),,,,,,,,,space group P2₁/n (Q13365573),,White,white (Q23444),,,"['beryllonite mineral group (Q12902819)', 'oxide class of minerals (Q945532)']",''P2''<sub>1</sub>/n,[[Monoclinic]],,,Northwest Africa 1934 (Q11236256),a = 8.6996(3)&nbsp;[[Ångstrom|Å]] <br/>b = 8.0994(3)&nbsp;Å <br/>c = 15.2170(11)&nbsp;Å <br/>β = 90.188(6)°; Z&nbsp;=&nbsp;12,
800,krut'aite,,,,,"Krut'aite from El Dragón mine, Antonio Quijarro Province, Potosí Department, Bolivia (picture width 2.5 mm).",Diploidal (m {{overline|3}} ) <br/>[[H-M symbol]]: (2/m {{overline|3}} ),Good,,Krut'aite,,2.12.1.8,2.12.1.8,,,,Opaque,,,,,None,,,/g/112yfj2xb,,6.53 (calculated),,Often found as inclusions or octahedral crystals.,IMA1972-001,approved mineral and/or valid name (A) (Q13406835),,,Metallic,,,4,,,Krut'aite,Tomáš Josef Kruťa (Q29843293),2.EB.05a,2.EB.05a,,,,,,Insoluble,,,Dark grey,,2.EB.05a,II/D.17,"['pyrite mineral group (Q3777780)', 'pyrite structural group (Q18759076)']",Isometric <br/>[[Space group]]: ''P''a {{overline|3}},[[Isometric crystal system|Cubic]],,,,"a = 6.056&nbsp;Å, Z&nbsp;=&nbsp;4",
801,krutovite,,,,,"Krutovite. Dimensions: 5.6 x 4.9 x 3.2 cm. Locality: Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",Tetartoidal (23),not observed,,Krutovite,cubic crystal system (Q473227),,2.12.1.12,,,,Opaque,,,,,,Conchoidal,/m/03d8_mj,,,7.08–7.12 calculated,,"Granular, intergrown with other sulfides",IMA1975-009,approved mineral and/or valid name (A) (Q13406835),,,metallic,2776636156,,5.5,,,'''Krutovite''',Georgy Alexeevich Krutov (Q29843341),2.EB.25,2.EB.25,,,None,,,,space group P2₁3 (Q15041862),,,,2.EB.25,II/D.19,"['pyrite mineral group (Q3777780)', 'pyrite structural group (Q18759076)']",Isometric <br/>[[H-M symbol]]: (23) <br/>[[Space group]]: ''P''2<sub>1</sub>3,[[Cubic crystal system|Cubic]],,,Ore Mountains (Q4198),5.79&nbsp;Å; Z&nbsp;=&nbsp;4,
802,kukharenkoite-(ce),,,,,"Kukharenkoite-(Ce) from Demix-Varennes quarry, Montérégie, Québec",Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,Kukharenkoite-(Ce),monoclinic crystal system (Q624543),,,,,,,,,,,,,/m/0b7b10,,,,,,IMA1995-040,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Kukharenkoite-(Ce),,5.BD.10,5.BD.10,,,,,,,,,,,5.BD.10,V/C.07,carbonate and nitrate class of minerals (Q1073138),''P2''<sub>1</sub>/m,[[Monoclinic]],,,"['Kirovskii apatite mine (Q23835375)', 'Demix-Varennes quarry, Saint-Amable sill (Q23905073)', 'Poudrette quarry (Q23790564)', 'Vuoriyarvi alkaline-ultrabasic massif (Q24036116)']",,
803,kuratite,,,,,Kuratite sample found in a meteorite,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,,,,triclinic crystal system (Q376927),,,,,,,,,,,,,/m/0102b2tx,,,,,,IMA2013-109,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Kuratite,Gero Kurat (Q20681337),9.DH.40,,,,,,,,space group P-1 (Q104519742),,,,,,aenigmatite group (Q3777568),''P'' {{overline|1}},[[Triclinic]],,,D'Orbigny meteorite (Q5203167),a = 10.513(7) <br/>b = 10.887(7) <br/>c = 9.004(18)&nbsp;[Å] <br/>α = 105.97(13)° <br/>β = 96.00(12)° <br/>γ = 124.82(4)°; Z&nbsp;=&nbsp;1,
804,kushiroite,,,,,,,,,,monoclinic crystal system (Q624543),,65.1.3.8,,,"Pyroxene, inosilicate mineral",,,,,,,,,/g/11b7rykbww,,,,,IMA2008-059,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,,Ikuo Kushiro (Q1658181),9.DA.15,9.DA.15,,,,,,,,,,,,,pyroxenes (Q192880),,,,,Allan Hills 85085 (Q24113698),,
805,kutnohorite,,,,0.191–0.192,"Kutnohorite, Wessels Mine, Kalahari manganese fields, [[Northern Cape Province]], South Africa. Size 4.4 x 4.2 x 1.9 cm",Rhombohedral ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} ),Perfect on {10 {{overline|1}} 1},,Kutnohorite,trigonal crystal system (Q588274),14.2.1.3,,3.10–3.12,,Mineral of calcium manganese carbonate,Translucent,,,science/kutnohorite,,,Subconchoidal,/m/025_qv_,,,3.12,,Aggregates of bundled bladed crystals,,grandfathered mineral (G) (Q13406846),,,Vitreous to dull,2776192455,,3.5–4,,215.0 g/mol ([[end member]]),'''Kutnohorite''',Kutná Hora (Q155975),5.AB.10,5.AB.10,Uniaxial (-),,,"''n''<sub>o</sub> = 1.710–1.727,<br/>''n''<sub>e</sub> = 1.519–1.535",ankerite (Q120481),Soluble in acids,,,White to pale pink,,5.AB.10,V/B.03,dolomite mineral group (Q3777677),''R'' {{overline|3}},[[Trigonal]],Brittle,,Kutná Hora District (Q268426),330.60 Å³,
806,kyanite,78°-83°,,,,,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,[100] perfect [010] imperfect with 79° angle between,,Kyanite,triclinic crystal system (Q376927),,52.2.2c.1,,"['National Encyclopedia of Uzbekistan (Q5217764)', 'Mineralsystem des Herrn Inspektor Werners mit dessen Erlaubnis herausgegeben von C A S Hoffmann (Q30226881)', 'Armenian Soviet Encyclopedia (Q2657718)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)']",Aluminosilicate mineral,Transparent to translucent,,,topic/kyanite,disthene,,Splintery,/m/04bvj,,0090325,3.53 - 3.65 measured; 3.67 calculated,2062492,Columnar; fibrous; bladed,IMA1967 s.p.,approved mineral and/or valid name (A) (Q13406835),Kyanite,508.0,Vitreous to white,2778250313,2303,4.5-5 parallel to one axis <br> 6.5-7 perpendicular to that axis,"[{'amount': '+7.5', 'unit': '1'}, {'amount': '+4.5', 'unit': '1'}]",,Kyanite,dark blue (Q3641131),9.AF.15,9.AF.15,Biaxial (-),,"Trichroic, colorless to pale blue to blue",nα = 1.712 - 1.718 nβ = 1.720 - 1.725 nγ = 1.727 - 1.734,,,,kyanitt,White,white (Q23444),9.AF.15,VIII/B.02,nesosilicates (Q429635),''P'' {{overline|1}},[[Triclinic]],Brittle,Lamellar on {100},Austria (Q40),"a = 7.1262(12)&nbsp;Å <br/>b = 7.852(10)&nbsp;Å <br/>c = 5.5724(10)&nbsp;Å <br/>α = 89.99(2)°, β = 101.11(2)° <br/>γ = 106.03(1)°; Z&nbsp;=&nbsp;4",
807,kyawthuite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,,monoclinic crystal system (Q624543),,,,,,,,,,,,,,/g/11c5wy74yh,,,,,IMA2015-078,approved mineral and/or valid name (A) (Q13406835),,,,,,,,,Kyawthuite,Kyaw Thu (Q105197823),,,,,,,,,space group 15 (Q13365574),,,,,,oxide class of minerals (Q945532),''I2/c'',[[Monoclinic]],,,Mogok Township (Q6890668),"a = 5.46, b = 4.89 <br/>c = 11.85&nbsp;[Å], β = 101.20° (approximated); Z&nbsp;=&nbsp;4",
808,labyrinthite,,,,,,Pyramidal (3) <br/><small>(same [[H-M symbol]])</small>,None,,,trigonal crystal system (Q588274),,,2.88 g/cm<sup>3</sup> (measured),,,Transparent,,,,,,Conchoidal,,/g/1215jrgp,,,,anhedral grains,IMA2002-065,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,2775834398,,5-6,,,Labyrinthite,maze (Q606777),9.CO.10,9.CO.10,Uniaxial (+),,None,"n<sub>0</sub>=1.60, n<sub>e</sub>=1.60 (approximated)",,,space group R3 (Q15040793),,White,white (Q23444),,,eudialyte mineral group (Q3777578),''R''3,[[Trigonal]],Brittle,,"['Koashva open pit (Q23848646)', 'Khibiny mountains (Q38131)']","a = 14.24, c = 60.73&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",
809,lahnsteinite,,,,δ=0.045,,1-Pedial,Parallel on the {001},,,triclinic crystal system (Q376927),,,,,,Transparent,,,,,,,,/g/11hb1s1gn0,,2.98g/cm<sup>3</sup>,,Tabular crystals,IMA2012-002,approved mineral and/or valid name (A) (Q13406835),,,,,,1.5,,609.863g/mol,Lahnsteinite,Lahnstein (Q569639),,,biaxial negative,,,n<sub>α</sub>= 1.568 n<sub>β</sub>= 1.612 n<sub>γ</sub>= 1.613,,,triclinic-pedial (Q13364996),,,,,,sulfate class of minerals (Q764802),''P'' {{Overline|1}},[[Triclinic]],Flexible,,Friedrichssegen mine (Q1549948),"a = 8.3125&nbsp;[[Ångström|Å]], b = 14.545&nbsp;Å <br/>c = 18.504&nbsp;Å; α=89.71° <br/>β=90.05°, γ=90.13°; Z&nbsp;=&nbsp;8",
810,lamprophyllite,,,,,,[[Silicate mineral]],,,Lamprophyllite,monoclinic crystal system (Q624543),,56.2.6c.4,,,,,,,,,,,,/g/122jqwrr,,,,,,"['grandfathered mineral (G) (Q13406846)', 'redefined mineral (Rd) (Q13406872)']",,902.0,,,,,,,Lamprophyllite,,9.BE.25,9.BE.25,,,,,,,space group C2/m (Q104021301),,,,,VIII/C.13,lamprophyllite mineral group (Q3777720),,,,,,,
811,lanarkite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,,,Lanarkite,monoclinic crystal system (Q624543),,,,Traité Élémentaire de Minéralogie (Q31397605),,,,,,,,,/m/06rs8_,,,,,,,grandfathered mineral (G) (Q13406846),,,,,,,,,Lanarkite,Lanarkshire (Q530296),7.BD.40,7.BD.40,,,,,,,,,,,7.BD.40,VI/B.13,sulfate class of minerals (Q764802),''C2/m'',Monoclinic,,,Susanna mine (Q26710939),,
812,langbeinite,,,,,"Langbeinite in the History Museum, [[Truskavets]]",Tetartoidal (23) <br/><small>(same [[H-M symbol]])</small>,,,Langbeinite,cubic crystal system (Q473227),,28.4.4.1,,,,Transparent,,,,,,Conchoidal,/m/0281881,,,2.83,,"As nodules, disseminated grains, bedded massive",,grandfathered mineral (G) (Q13406846),,885.0,Vitreous,2778324615,,3.5 - 4,,,Langbeinite,Adalbert Langbein (Q86629049),7.AC.10,7.AC.10,Isotropic,[[Piezoelectric]],,n = 1.5329–1.5347,,240 g/L (20°C); Slowly dissolves in water,,,,,7.AC.10,VI/A.03,langbeinite mineral group (Q3777722),''P2''<sub>1</sub>3,[[Cubic crystal system|Cubic]],Brittle,,"Wilhelmshall, Halberstadt (Q1520550)",a = 9.92&nbsp;Å; Z&nbsp;=&nbsp;4,"Entity[""Mineral"", ""Langbeinite""]"
813,langite,,,,δ = 0.090,"Langite from Podlipa and Reinera Mines, Slovakia",Domatic (m) <br/><small>(same [[H-M symbol]])</small>,"{001} perfect, {010} distinct",,Langite,monoclinic crystal system (Q624543),31.4.3.1,31.4.3.1,,,,Translucent,,,,,,Uneven,/m/0cnzqgp,,,3.28 3.48 to 3.5 3.5 2.28 to 3.34,,"Crystals scaly, or as crusts; earthy",,grandfathered mineral (G) (Q13406846),,,"Vitreous, crusts silky",2777287223,,2.5  to 3,,488.32 g/mol,'''Langite''',Viktor von Lang (Q90516),7.DD.10,7.DD.10,Biaxial (-) r>v weak,May be altered to [[brochantite]].  Not radioactive,X = c = light yellowish green<br/>Y = b = blue-green<br/>Z = a = sky blue,n<sub>α</sub> = 1.708 n<sub>β</sub> = 1.760 n<sub>γ</sub> = 1.798,,"Insoluble in water, easily soluble in dilute acids or NH<sub>4</sub>OH",,langitt,Blue green,blue-green (Q646964),7.DD.10,VI/D.03,langite mineral group (Q3777723),''Pc'',[[Monoclinic]],,"Common on {110}, typically repeated",,"a = 7.118, b = 6.031 <br/>c = 11.209&nbsp;[Å] <br/>β = 90.00−90.02°; Z&nbsp;=&nbsp;2",
814,lansfordite,,,,0.042,,Carbonates,"Perfect, Distinct",,,monoclinic crystal system (Q624543),15.1.6.1,,1.6,,,"Translucent, opaque after exposure",,,,,,,/m/037d71,,,1.6,,"Crystals, stalactites terminated by crystal faces, efflorescences, parallel growths.",,grandfathered mineral (G) (Q13406846),,,Vitreous (if fresh),2776320415,,2.5,,174.39,Lansfordite,Lansford (Q1186105),5.CA.10,5.CA.10,,,,,,,,lansforditt,White,,5/D.01-30,V/D.01,carbonate and nitrate class of minerals (Q1073138),''P2<sub>1</sub>/c'' (No. 14),Monoclinic,,,,"a=7.3458 Å, b=7.6232 Å, c=12.4737 Å, β=101.722°",
815,larnite,74° calculated,,,δ = 0.023,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Good on {100}, imperfect on {010}",,,monoclinic crystal system (Q624543),,,,"On larnite (calcium orthosilicate, a new mineral) and its associated minerals from the limestone-contact zone of Scawt Hill, Co. Antrim (Q63878629)",,Transparent to translucent,r > v,,,,,,/m/0117brt0,,,3.28–3.33,,Flattened anhedral grains; massive,,grandfathered mineral (G) (Q13406846),,,Vitreous,2780332788,,6,"{'amount': '+6', 'unit': '1'}",,Larnite,Larne (Q935686),9.AD.05,9.AD.05,Biaxial (+),,,n<sub>α</sub> = 1.707 n<sub>β</sub> = 1.715 n<sub>γ</sub> = 1.730,,,,,White,white (Q23444),9.AD.05,VIII/A.07,nesosilicates (Q429635),''P2''<sub>1</sub>/n,[[Monoclinic]],,"Common, polysynthetic parallel to {100}",Scawt Hill (Q7430650),"a = 5.5, b = 6.74 <br/>c = 9.29&nbsp;[Å]; β = 94.59°; Z&nbsp;=&nbsp;4",
816,laumontite,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Perfect, two directions",,Laumontite,monoclinic crystal system (Q624543),,77.1.1.4,,"['System of Mineralogy (Q33123536)', 'Handbuch der Oryktognosie (Q42076686)', ""Tableau Comparatif des Résultats de Cristallographie et de l'Analyse Chimique Relativement á la Classification des Minéraux (Q107142754)""]",,,,27353.0,science/laumontite,,,Uneven,/m/06srsj,,,,,,IMA1997 s.p.,approved mineral and/or valid name (A) (Q13406835),Laumontite,629.0,,2777888938,,4,,,Laumontite,Gillet de Laumont (Q5562122),9.GB.10,9.GB.10,,,,,,,,laumontitt,,,9.GB.10,VIII/J.22,zeolites: chains of single connected 4-membered rings (9.GB.) (Q13402666),''C2/m'',[[Monoclinic]],,,Huelgoat (Q381308),,
817,laurionite,Measured: 70°,300380388,,δ = 0.081,Laurionite crystals in a [[vug]] from the Laurium district of Greece,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),Distinct on {101},,Laurionite,orthorhombic crystal system (Q648961),,,,,,Transparent,,,,,,,/m/0hhps67,,,6.241,,Elongated tabular prismatic crystals,,grandfathered mineral (G) (Q13406846),,,"Adamantine, pearly",,,3 - 3.5,,,Laurionite,Laurium (Q985449),3.DC.05,3.DC.05,Biaxial (-),,,n<sub>α</sub> = 2.077 n<sub>β</sub> = 2.116 n<sub>γ</sub> = 2.158,,Sleight in cold water,,,White,white (Q23444),3.DC.05,III/D.08,halide class of minerals (Q729283),''Pnma'',[[Orthorhombic]],Flexible,,Laurium (Q985449),"a = 7.111, b = 9.6987 <br/>c = 4.0203&nbsp;[Å]; Z&nbsp;=&nbsp;4",
818,laurite,,,,,,Diploidal (m {{overline|3}} ) <br/>[[H-M symbol]]: (P 2/m {{overline|3}} ),Perfect on {111},,Laurite,cubic crystal system (Q473227),,,,,,Opaque,,,,,,Subconchoidal,/m/06srw2,,,6.43,,"As octahedral, cubic, and pyritohedral crystals or as rounded grains and inclusions",,grandfathered mineral (G) (Q13406846),,,Metallic,2779152149,,7.5,,,Laurite,Laura R. Joy (Q48906438),2.EB.05a,2.EB.05a,Isotropic and opaque,,,,,,,,Dark gray,,2.EB.05a,II/D.17,"['pyrite mineral group (Q3777780)', 'pyrite structural group (Q18759076)']",''P''a {{overline|3}},[[Cubic crystal system|Cubic]],Brittle,,,a = 5.61&nbsp;Å; Z&nbsp;=&nbsp;4,
819,lautenthalite,78° - 79°,,,0.073,,Prismatic <br />[[H-M Symbol]]: (2/''m''),"Good on {001} and {010}, distinct",,,monoclinic crystal system (Q624543),31.06.01.02,,3.84,,,Transparent,"Strong, r < v",,,,,,,/g/121k2mfl,,3.84,,,IMA1983-029,approved mineral and/or valid name (A) (Q13406835),,,Vitreous,,,2.5,,,,,7.DE.70,7.DE.70,Biaxial (-),,Weak,n<sub>α</sub> = 1.659(2) <br />n<sub>β</sub> = 1.703(2) <br />n<sub>γ</sub> = 1.732(2),,,,,White,,07.DE.70,VI/D.19,devilline mineral group (Q3777674),''P''2<sub>1</sub>/''b'',[[Monoclinic]],,Polysynthetic on {100},,"2,799.47",
820,lautite,,,,,Dark grey metallic lautite together with white metallic löllingite,Pyramidal (mm2) <br/><small>(same [[H-M symbol]])</small>,,,Lautite,,,,,,,,,,,,,,,/g/1237748w,,,,,,grandfathered mineral (G) (Q13406846),,,,,,,,,Lautite,Lauta (Q81740),2.CB.40,2.CB.40,,,,,,,,,,,2.CB.40,II/C.02,sulfide class of minerals (Q927407),''Pna2''<sub>1</sub>,[[Orthorhombic]],,,,,
821,lavendulan,,,,,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Good on {010}, distinct on {100} and {001}",,Lavendulan,monoclinic crystal system (Q624543),42.9.4.2,42.9.4.2,,,,Translucent,,,,,,Uneven,/m/0c02d59,,0521579,3.54 3.84,,"Thin botryoidal crusts of minute radiating fibers or thin rectangular, pseudo-orthorhombic plates",,grandfathered mineral (G) (Q13406846),,,"Vitreous to waxy, satiny in aggregates",2777692330,,{{frac|2|1|2}} {{frac|2|1|2}} to 3,"{'amount': '+2.75', 'unit': '1', 'upperBound': '+3', 'lowerBound': '+2.5'}","1,062.00 g/mol",'''Lavendulan''',lavender (Q2468392),8.DG.05,8.DG.05,"Biaxial (-), nearly uniaxial (–)",Not radioactive,"O = pale blue to pale greenish blue, E = blue to greenish blue","Nx = 1.645 Ny = 1.715 Nz = 1.725 <br/>
Nx = 1.660 Ny = 1.715 Nz = 1.734 <br/>
Nx = 1.66 Ny = 1.715 Nz = 1.734 <br/>
omega = 1.748 epsilon = 1.645",,Easily soluble in [[hydrochloric acid]],,,Light blue,light blue (Q1602687),8.DG.05,VII/D.25,arsenate mineral (Q4796437),''P2''<sub>1</sub>/n,[[Monoclinic]],Brittle,Common,Jáchymov (Q830418),,"Entity[""Mineral"", ""Lavendulan""]"
822,lawsonite,Measured: 84° to 85°,,,δ = 0.019 - 0.021,"Sample from the type locality in California with two elongated, lustrous and translucent crystals of pastel pink, lawsonite in mica schist (size: 6.1 x 3.2 x 2.5 cm)",Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),"Perfect on {100} and {010}, imperfect on {101}",,Lawsonite,orthorhombic crystal system (Q648961),,56.2.3.1,,,,Translucent,"Strong, r > v",,,,,,/m/0bdkc4,,0119006,= 3.05 - 3.12,,"Commonly prismatic, tabular; also granular, massive",,grandfathered mineral (G) (Q13406846),,1194.0,"Vitreous, greasy",2781111826,,7.5,"{'amount': '+7.5', 'unit': '1'}",,Lawsonite,Andrew Lawson (Q504233),9.BE.05,9.BE.05,Biaxial (+),,"Weak; X = blue, pale brownish yellow; Y = deep bluish green, yellowish green; Z = colorless, yellowish",n<sub>α</sub> = 1.665 n<sub>β</sub> = 1.672 - 1.676 n<sub>γ</sub> = 1.684 - 1.686,,,space group 63 (Q13400737),lawsonitt,White,white (Q23444),9.BE.05,VIII/C.10,lawsonite mineral group (Q3777728),''Cmcm'',[[Orthorhombic]],Brittle,Common on {101} lamellar,,"a = 5.847, b = 8.79 <br/>c = 13.128&nbsp;[Å]; Z&nbsp;=&nbsp;4",
823,lazulite,Measured: 61° to 70°,,,δ = 0.033 - 0.037,,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,"Poor to good on {110}, indistinct on {101}",,Lazulite,monoclinic crystal system (Q624543),,,,"Prüfung eines smalteblauen fossils, von Vorau (Q32492414)",,Transparent to translucent to nearly opaque,,,science/lazulite,,,"Uneven, splintery",/m/06srxk,,0269793,3.122 – 3.240,,"Tabular, acute to stubby bipyramidal crystals; granular, massive",IMA1967 s.p.,approved mineral and/or valid name (A) (Q13406835),Lazulite,471.0,Vitreous,2781369778,,5.5 - 6.0,,,Lazulite,sky (Q527),8.BB.40,8.BB.40,Biaxial (-),,"Strong: X= colorless, Y= blue, Z= darker blue",n<sub>α</sub> = 1.604 - 1.626 n<sub>β</sub> = 1.626 - 1.654 n<sub>γ</sub> = 1.637 - 1.663,,Insoluble,,lasulitt,White,white (Q23444),8.BB.40,VII/B.08,lazulite mineral group (Q3777729),''P2''<sub>1</sub>/c,[[Monoclinic]],Brittle,Common by several twin laws,Fressnitzgraben (Q21870798),"a = 7.144(1), b = 7.278(1) <br/>c = 7.228(1)&nbsp;[Å]; β = 120.5(1)°; Z&nbsp;=&nbsp;2",
824,lazurite,,300209742,,,"Lazurite, Ladjuar Medam (Lajur Madan; Lapis-lazuli Mine), Sar-e-Sang District, Koksha Valley (Kokscha; Kokcha), Badakhshan (Badakshan; Badahsan) Province, Afghanistan",Hextetrahedral ( {{overline|4}} 3m) <br/>[[H-M symbol]]: ( {{overline|4}} 3m),Imperfect on {110},,Lazurite,cubic crystal system (Q473227),,76.2.3.4,,"['Armenian Soviet Encyclopedia (Q2657718)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)']",Tectosilicate mineral and a member of the sodalite group,Translucent to opaque,,7971.0,science/lazurite,lazurite-et-lapis-lazuli,,Uneven,/m/0c518,,,2.38–2.45,2641048,"Crystals occur as dodecahedra, or rarely cubes; granular, disseminated, or massive",,"['grandfathered mineral (G) (Q13406846)', 'redefined mineral (Rd) (Q13406872)']",Lazurite,622.0,Vitreous,2780150937,,5–5.5,"{'amount': '+5.5', 'unit': '1'}",,Lazurite,blue (Q1088),9.FB.10,9.FB.10,Isotropic; anomalously anisotropic,,,1.502–1.522,,Soluble in [[Hydrochloric acid|HCl]],space group P-43n (Q15041886),lasuritt,,,9.FB.10,VIII/J.11,sodalite mineral subgroup (Q15889879),''P'' {{overline|4}} 3n,[[Cubic (crystal system)|Isometric]],Brittle,,Ladjuar Medam (Q26452287),a = 9.09&nbsp;[[Ångstrom|Å]]; Z&nbsp;=&nbsp;2,
