Unnamed: 0	name	category	formula	strunz	system	symmetry	unit cell	color	cleavage	fracture	mohs	luster	opticalprop	streak	gravity	diaphaneity	refractive	class	birefringence	habit
844	Magnesite	Carbonate mineral	MgCO<sub>3</sub>	5.AB.05	Trigonal	''R'' {{overline|3}} c		Colorless, white, pale yellow, pale brown, faintly pink, lilac-rose	[10 {{overline|1}} 1] perfect	Conchoidal	3.5 – 4.5	Vitreous	Uniaxial (-)	white	3.0 – 3.2	Transparent to translucent	n<sub>ω</sub>=1.508 – 1.510 n<sub>ε</sub>=1.700	Hexagonal scalenohedral ( {{overline|3}} m)<br />[[H-M symbol]]: ( {{overline|3}} 2/m)	0.191	Usually massive, rarely as rhombohedrons or hexagonal prisms
845	Magnetite	"plainlist,
 Oxide minerals  Spinel group  Spinel structural group"	iron(II,III) oxide, Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>O<sub>4</sub>	4.BB.05	Cubic crystal system,Isometric	''F''d {{overline|3}} m	a = 8.397&nbsp;Å; Z&nbsp;=&nbsp;8	Black, gray with brownish tint in reflected sun	Indistinct, parting on {Ill}, very good	Uneven	5.5–6.5	Metallic		Black	5.17–5.18	Opaque		Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		[[Octahedral]], fine granular to massive
846	Majorite	Nesosilicates	Mg<sub>3</sub>(MgSi)(SiO<sub>4</sub>)<sub>3</sub>	9.AD.25	Cubic crystal system,Cubic	''Ia'' {{overline|3}} ''d'' or tetragonal ''I''4<sub>1</sub>/''a'' for pure MgSiO<sub>3</sub>	a = 11.52&nbsp;Å; Z&nbsp;=&nbsp;8	Purple, pale yellowish brown, colorless	None		7-7.5	Vitreous	Isotropic		Measured at about 4; 3.51 (calculated for pure MgSiO<sub>3</sub>)	Semitransparent	n = 1.87 - 1.92 (calculated)	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)	slight	Microcrystalline aggregates; acicular to equant grains in narrow veinlets
847	Malachite	Carbonate mineral	Cu<sub>2</sub>CO<sub>3</sub>(OH)<sub>2</sub>	5.BA.10	Monoclinic	''P2''<sub>1</sub>/a		Bright green, dark green, blackish green, with crystals deeper shades of green, even very dark to nearly black commonly banded in masses; green to yellowish green in transmitted light	Perfect on {{mset|overline|2|01}} fair on {{overline|2}} 01 {{mset|010}}	Subconchoidal to uneven	3.5–4	Adamantine to vitreous; silky if fibrous; dull to earthy if massive	Biaxial (–)	light green	3.6–4	Translucent to opaque	n<sub>α</sub> = 1.655 n<sub>β</sub> = 1.875 n<sub>γ</sub> = 1.909	Prismatic (2/m) <br /><small>(same [[H-M symbol]])</small>	δ = 0.254	Massive, botryoidal, stalactitic, crystals are acicular to tabular prismatic
848	Malayaite	Silicate mineral	CaSnO[SiO<sub>4</sub>]	9.AG.15	Monoclinic	''A2/a''	a = 7.15&nbsp;Å, b = 8.90&nbsp;Å, <br/>c = 6.67&nbsp;Å; β = 113.4°; <br/>V = 389.50 Å<sup>3</sup>; Z&nbsp;=&nbsp;4	Colorless, greenish gray, white, light yellow, orange			3.5 - 4	Vitreous or resinuous	Biaxial (-)	White	4.3 - 4.55	Translucent	n<sub>α</sub> = 1.765 n<sub>β</sub> = 1.784 n<sub>γ</sub> = 1.799	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ=0.0340-0.0350	Massive or wedge shaped
849	Manganite	Oxide mineral	MnO(OH)	4.FD.15	Monoclinic	''P2''<sub>1</sub>/c	a = 5.3&nbsp;Å, b = 5.278&nbsp;Å, <br/>c = 5.307&nbsp;Å; β = 114.36°; Z&nbsp;=&nbsp;4	Dark steel-gray to black, reddish brown in transmitted light, gray-white with brownish tint, with blood-red internal reflections in reflected light	{010} perfect, {110} and {001} good	Uneven	4	Sub-metallic	Biaxial (+)	Reddish brown to nearly black	4.29–4.34	Opaque, transparent on thin edges	n<sub>α</sub> = 2.250(2) <br/>n<sub>β</sub> = 2.250(2) <br/>n<sub>γ</sub> = 2.530(2)	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.280, Bireflectance: distinct in grays	Slender prismatic crystals, massive to fibrous, pseudo-orthorhombic
850	Manganosite	Oxide mineral	Manganese oxide, MnO	4.AB.25	Cubic crystal system,Cubic	''Fm'' {{overline|3}} m	a = 4.44&nbsp;Å; Z&nbsp;=&nbsp;4	Emerald-green, becoming black on exposure to air	Perfect on [100], [010] and [001]	Fibrous	5 - 6	Vitreous, adamantine to dull	Isotropic	Brown	5.364	Transparent to translucent	n = 2.16–2.17	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Granular to massive; Octahedral crystals uncommon
851	Manganvesuvianite	Sorosilicates	{{chem2|Ca19Mn(3+)(Al,Mn(3+),Fe(3+))10(Mg,Mn(2+))2(Si2O7)4(SiO4)10O(OH)9}}	9.BG.35	Tetragonal	''P4/n''	a = 15.575&nbsp;Å, c = 11.824&nbsp;Å, Z&nbsp;=&nbsp;2	Deep red-brown, red, nearly black	None observed	Conchoidal	6 to 7	Vitreous	Uniaxial (-)	White		Transparent, translucent, opaque	n<sub>ω</sub> = 1.735, n<sub>ε</sub> = 1.724	Dipyramidal (4/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.012	
852	Marcasite	Sulfide mineral	FeS<sub>2</sub>	2.EB.10a	Orthorhombic	''Pnnm''	a {{=}} 4.436&nbsp;Å, <br/>b {{=}} 5.414&nbsp;Å, <br/>c {{=}} 3.381&nbsp;Å; Z&nbsp; {{=}} &nbsp;2	Tin-white on fresh surface, pale bronze-yellow, darkening on exposure, iridescent tarnish	Cleavage: {101}, rather distinct; {110} in traces	Irregular/Uneven	6–6.5	Metallic		Dark-grey to black.	4.875 calculated, 4.887 measured	Opaque		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		"Crystals typically tabular on {010}, curved faces common; stalactitic,
 reniform, massive; cockscomb and spearhead shapes due to twinning on {101}."
853	Margaritasite	Carnotite group	([[caesium|Cs]], [[potassium|K]], [[hydronium|H<sub>3</sub>O]])<sub>2</sub>([[uranium|U]][[oxygen|O]]<sub>2</sub>)<sub>2</sub>[[vanadium|V]]<sub>2</sub>O<sub>8</sub>'''·'''[[water|H<sub>2</sub>O]]	7/E.11-60	Monoclinic	''P2<sub>1</sub>/a'' (no. 14)	"a = 10.514(3) Å, b = 8.425(3) Å, c = 7.252(5) Å
β = 106.01°"	Yellow					Biaxial (-) <br/>α = [< 1.83] (synthetic). β = 2.49(1) γ = > 2.7		5.41	Translucent		2/m - Prismatic		Tabular crystals, typically massive
854	Margarite	Micas Silicate minerals,phyllosilicates	CaAl<sub>2</sub>(Al<sub>2</sub>Si<sub>2</sub>)O<sub>10</sub>(OH)<sub>2</sub>	9.EC.30	Monoclinic	''Cc''		flesh pink	basal		4							Domatic (m) <br/><small>(same [[H-M symbol]])</small>		platy
855	Marialite	Tectosilicate	{{chem2|Na4Al3Si9O24Cl}}	9.FB.15	Tetragonal	''I4/m''	a = 12.06&nbsp;Å, c = 7.572(3)&nbsp;Å; Z&nbsp;=&nbsp;2	Colorless, white, grey; pink, violet, blue, yellow, brown, orange-brown, pale green or reddish	Distinct on {100} and {110}	Uneven to conchoidal	{{frac|5|1|2}} &ndash;6	Vitreous, pearly, resinous	Uniaxial (-)	White	2.55&ndash;2.74	Transparent to opaque	n<sub>ω</sub> = 1.539&ndash;1.550 n<sub>ε</sub> = 1.532&ndash;1.541	Dipyramidal (4/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.007 - 0.009	Typically flat, pyramidal striated crystals; massive, granular
856	Maricite	Phosphate mineral	NaFe<sup>2+</sup>PO<sub>4</sub>	8.AC.20	Orthorhombic	''Pmnb''	a = 6.867&nbsp;Å, <br/>b = 8.989&nbsp;Å, <br/>c = 5.049&nbsp;Å; Z&nbsp;=&nbsp;4	Dark gray, brown to pale brown, nearly colorless	None observed	Irregular/uneven, splintery	4 - 4.5	Sub-vitreous, greasy	Biaxial (-)	White to light gray white	3.66	Transparent to translucent	n<sub>α</sub> = 1.676 n<sub>β</sub> = 1.695 n<sub>γ</sub> = 1.698	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.022	Radial aggregates, nodular
857	Marrite	Sulfosalt mineral	PbAgAsS<sub>3</sub>	2.JB.15	Monoclinic	''P2''<sub>1</sub>/a	a = 7.29&nbsp;Å, b = 12.68&nbsp;Å, <br/>c = 5.99&nbsp;Å; β = 91.22°; <br/>V = 553.57&nbsp;Å<sup>3</sup>; Z&nbsp;=&nbsp;4	Lead gray, steel gray	None	Conchoidal	3	Metallic	Biaxial	Black with brownish tint	5.82	Opaque	Anistrophic	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Tabular or striated crystals
858	Marthozite	Oxide mineral uranyl selenite	Cu(UO<sub>2</sub>)<sub>3</sub>(SeO<sub>3</sub>)<sub>3</sub>(OH)<sub>2</sub>·7H<sub>2</sub>O	4.JJ.05	Orthorhombic	''Pbn2''<sub>1</sub>	a = 16.4&nbsp;Å, b = 17.2&nbsp;Å, <br/>c = 6.98&nbsp;Å; Z&nbsp;=&nbsp;4	Greenish brown	{100} perfect, {010} indistinct		6		Biaxial (-)		4.44		1.780 -1.800	Pyramidal (mm2) <br/><small>(same [[H-M symbol]])</small>		Bladed
859	Mascagnite	Sulfate mineral	(NH<sub>4</sub>)<sub>2</sub>SO<sub>4</sub>	7.AD.05	Orthorhombic	''Pnam''		Colorless, grey, yellowish-grey, yellow	Distinct/ good<br>On {001}	Irregular/ uneven	2 - {{frac|2|1|2}}	Vitreous, dull				Transparent, translucent, opaque		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		
860	Massicot	Oxide mineral	[[PbO]]	4.AC.25	Orthorhombic	''Pbcm''	a = 5.4903&nbsp;Å, b = 5.892&nbsp;Å, <br/>c = 4.752&nbsp;Å; Z&nbsp;=&nbsp;4	Yellow may have a red tint	Distinct on {100} and {010}	Flexible	2	Greasy to dull	Biaxial (+)	Yellow	9.642 calculated	Translucent	n<sub>α</sub> = 2.510 n<sub>β</sub> = 2.610 n<sub>γ</sub> = 2.710	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.200	Scaly as incrustations, massive
861	Masuyite	Oxide minerals	Pb[(UO<sub>2</sub>)<sub>3</sub>O<sub>3</sub>(OH)<sub>2</sub>]·3H<sub>2</sub>O	4.GB.35	Monoclinic	''Pn''	a = 13.98&nbsp;Å, b = 12.11&nbsp;Å, <br/>c = 14.2&nbsp;Å; Z&nbsp;=&nbsp;2						Biaxial (-)				n<sub>α</sub> = 1.785 n<sub>β</sub> = 1.895 n<sub>γ</sub> = 1.915	Domatic (m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.130	
862	Mathesiusite	Sulfate mineral	K<sub>5</sub>(UO<sub>2</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>4</sub>(VO<sub>5</sub>)·4(H<sub>2</sub>O)	7.DG.	Tetragonal			Yellowish green	Perfect {010}, good {001}	Irregular/Uneven	2		Uniaxial (-)	Greenish white	4.02 (calculated)		nω = 1.634() nε = 1.597(3)	P4/n	δ = 0.037	Needles <0.2 mm in length
863	Matlockite	Halide minerals	PbFCl	3.DC.25	Tetragonal	''P4/nmm''	a = 4.11 Å, c = 7.23 Å; Z = 2	Colourless to yellow and greenish	{001}, perfect	Uneven to subconchoidal	2.5 - 3	Adamantine, pearly on {001}	Uniaxial (-)		7.1 - 7.2	Transparent	n<sub>ω</sub> = 2.150 n<sub>ε</sub> = 2.040	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)		Flattened, tabular crystals occurring as aggregates, rosettelike, radiating, hemispherical; also massive
864	Maucherite	Arsenide mineral	Ni<sub>11</sub>As<sub>8</sub>	2.AB.15	Tetragonal	''P4''<sub>1</sub>2<sub>1</sub>2, ''P4''<sub>3</sub>2<sub>1</sub>2		grey to reddish silver white			4.5-5.5			grayish black	6.9-7.3			Trapezohedral (422) <br/><small>(same [[H-M symbol]])</small>		
865	Mawsonite	Sulfosalt minerals	Cu<sub>6</sub>Fe<sub>2</sub>SnS<sub>8</sub>	2.CB.20	Tetragonal	''P'' {{overline|4}} m2	a = 7.603&nbsp;Å, c = 5.358&nbsp;Å, Z&nbsp;=&nbsp;1; V = 309.72&nbsp;Å<sup>3</sup>	Brownish orange			3.5-4	Metallic			4.65 (calculated)	Opaque		Scalenohedral ( {{overline|4}} 2m) <br/>[[H-M symbol]]: ( {{overline|4}} 2m)		[[Exsolution]] grains within [[bornite]]
866	Mckelveyite-(Y)	Carbonate mineral	Ba<sub>3</sub>Na(Ca,U)Y(CO<sub>3</sub>)<sub>6</sub>·3H<sub>2</sub>O	5.CC.05	Triclinic	''P''1	a = 9.170(3)&nbsp;Å, <br/>b = 9.169(3)&nbsp;Å, <br/>c = 7.075(2)&nbsp;Å; <br/>α = 102.50(3)°, β = 115.63(3)°, <br/>γ = 59.99(3)°; Z&nbsp;=&nbsp;1	Lime-yellow, greenish gray, reddish brown, may be black from contained organic material	Indistinct		3.5&ndash;4	Vitreous, greasy, or dull	Biaxial (-)	White	3.25	Transparent to opaque	''n''<sub>α</sub>&nbsp;=&nbsp;1.550&ndash;1.554 ''n''<sub>β</sub>&nbsp;=&nbsp;1.550&ndash;1.554 ''n''<sub>γ</sub>&nbsp;=&nbsp;1.649&ndash;1.658	Pedial (1) <br/><small>(same [[H-M symbol]])</small>	δ 0.0990&ndash;0.1040	Tabular, pyramidal
867	Scapolite group	Silicate minerals,Tectosilicates																		
868	Melanophlogite	Silicate minerals,Silicate mineral	SiO<sub>2</sub>		Cubic crystal system,cubic or tetragonal			Brown, colorless, light yellow, dark reddish brown	None	Brittle	6.5–7	Vitreous	Isotropic, n=1.425–1.457	White	1.99–2.11, average = 2.04	Transparent to translucent				Forms crust-like aggregates on matrix
869	Melanterite	Sulfate mineral	FeSO<sub>4</sub>·7H<sub>2</sub>O	7.CB.35	Monoclinic	''P2''<sub>1</sub>/c	a = 14.077&nbsp;Å, b = 6.509&nbsp;Å, <br/>c = 11.054&nbsp;Å; β = 105.6°; Z&nbsp;=&nbsp;4	Green, pale green, greenish blue, bluish green, colorless	{001} Perfect, {110} Distinct	Conchoidal	2	Vitreous	Biaxial (+)	White	1.89 - 1.9	Subtransparent to translucent	nα = 1.470 - 1.471 nβ = 1.477 - 1.480 nγ = 1.486	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Encrustations and capillary efflorescences; rarely as equant pseudo-octahedral, prismatic or tabular crystals
870	Melilite	Sorosilicate 	{{chem2|(Ca,Na)2(Al,Mg,Fe^{2+})[(Al,Si)SiO7]}}	9.BB.**	Tetragonal	''P {{overline|4}} 2<sub>1</sub>m'' (no. 113)		Yellowish, greenish brown	Distinct on {001}, weak on {110}	Uneven	5 – 5.5	Vitreous – greasy	Uniaxial (-)	white	2.9–3.0	Translucent	nω = 1.632 – 1.669 nε = 1.626 – 1.658		δ = 0.006 – 0.011	Massive – granular
871	Mellite	Organic minerals	Al<sub>2</sub>[C<sub>6</sub>(COO)<sub>6</sub>]·16H<sub>2</sub>O	10.AC.05	Tetragonal	''I4''<sub>1</sub>/acd	a = 15.53&nbsp;Å, c = 23.19&nbsp;Å; Z&nbsp;=&nbsp;8	Honey-yellow, deep red, pale shades of red, brown, gray, white;	poor/indistinct on {023}	conchoidal	2- {{frac|2|1|2}}	Vitreous, resinous, greasy	Uniaxial (-) may be anomalously biaxial	White	1.64	Transparent to translucent	n<sub>ω</sub> = 1.539 n<sub>ε</sub> = 1.511	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)	δ = 0.028	Elongated bipyramidal prismatic; as nodules and coatings, fine-grained massive
872	Melonite	Sulfide minerals	NiTe<sub>2</sub>	2.EA.20	Trigonal	''P'' {{overline|3}} m1	a = 3.84&nbsp;Å, c = 5.26&nbsp;Å; Z&nbsp;=&nbsp;1	White, reddish white	{0001} Perfect	[[Brittle]]	1–1.5	Metallic		Dark gray	7.72	[[Opacity (optics)|Opaque]]		Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)		[[Crystalline]], [[foliation (geology)|foliated]], [[granular]]
873	Mendipite	Halide mineral	Pb<sub>3</sub>Cl<sub>2</sub>O<sub>2</sub>	3.DC.70 Oxyhalide	Orthorhombic	''Pnma'' <br><small>or ''P2''<sub>1</sub>2<sub>1</sub>2<sub>1</sub>, </small>	a = 9.52&nbsp;Å, b = 11.87&nbsp;Å, <br/>c = 5.87&nbsp;Å; Z&nbsp;=&nbsp;4	Colorless to white, brownish cream, grey, yellowish, pink, red, or blue; nearly colorless in transmitted light.	Perfect on {110}, fair on {100} and {010}	Conchoidal to uneven	{{frac|2|1|2}} to 3	Pearly to silky on cleavages; resinous to adamantine on fractures.	Biaxial (+)	White	7.24	Translucent, rarely transparent	n<sub>α</sub> = 2.240, n<sub>β</sub> = 2.270, n<sub>γ</sub> = 2.310	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.070	Columnar or fibrous aggregates, often radiated, and cleavable masses.
874	Mendozite	Sulfate minerals, alum series	NaAl(SO<sub>4</sub>)<sub>2</sub>·11H<sub>2</sub>O	7.CC.15	Monoclinic	''C2/c''		colorless	{100} good<br/>{001} indistinct<br/>{010} indistinct		3	vitreous	biaxial (-)	white		transparent to translucent	''n''<sub>α</sub>&nbsp;= 1.449<br/>''n''<sub>β</sub>&nbsp;= 1.461<br/>''n''<sub>γ</sub>&nbsp;= 1.463	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	''δ'' = 0.014	prismatic, pseudo-rhombohedral
875	Meneghinite	Sulfosalt mineral	CuPb<sub>13</sub> Sb<sub>7</sub>S<sub>24</sub>	2.HB.05b	Orthorhombic	''Pbnm''		Blackish lead-grey	{010} perfect	[[Conchoidal]]	{{frac|2|1|2}}	Metallic		Black shining	6.36	Opaque		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Prismatic to acicular, massive
876	Mercury poisoning																			
877	Mereheadite	Halide	Pb<sub>47</sub>Cl<sub>25</sub>(OH)<sub>13</sub>O<sub>24</sub>(CO<sub>3</sub>)(BO<sub>3</sub>)<sub>2</sub>	3.DC.45	Monoclinic	''C2/c''	a = 17.372(1)&nbsp;Å, <br/>b = 27.9419(19)&nbsp;Å, <br/>c = 10.6661(6)&nbsp;Å; <br/>β = 93.152(5)°; Z&nbsp;=&nbsp;2	Pale yellow			{{frac|3|1|2}}	Vitreous, resinous	Biaxial	White			n<sub>α</sub> = 2.190 n<sub>γ</sub> = 2.280	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.090	
878	Merenskyite	Telluride mineral	{{chem2|(Pd,Pt)(Te,Bi)2}}	2.EA.20	Trigonal	''P'' {{overline|3}} m1	a = 3.978(1)&nbsp;Å, <br/>c = 5.125(2)&nbsp;Å; Z&nbsp;=&nbsp;1	White, grayish white			3.5				8.547	Opaque		Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} m)		Microscopic inclusions, intergrowths with other Pd–Pt minerals
880	Merrillite	Phosphate mineral	Ca<sub>9</sub>NaMg(PO<sub>4</sub>)<sub>7</sub>	8.AC.45	Trigonal	''R3c''	a = 10.362&nbsp;Å, <br/>c = 37.106&nbsp;Å; Z&nbsp;=&nbsp;6	Colorless to white	Poor - indistinct			Vitreous	Uniaxial (-)		3.1 (measured)		n<sub>ε</sub>=1.62, n<sub>ω</sub>=1.623	Ditrigonal pyramidal (3m) <br/><small>(same [[H-M symbol]])</small>	0.0030	Occurs as anhedral grains
881	Mesolite	Tectosilicate  Zeolite	Na<sub>2</sub>Ca<sub>2</sub>(Al<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>)<sub>3</sub>·8H<sub>2</sub>O	9.GA.05	Orthorhombic	''Fdd2''	a = 18.4049(8)&nbsp;Å, <br/>b = 56.655(6)&nbsp;Å, <br/>c&nbsp;=&nbsp;6.5443(4)&nbsp;Å; Z&nbsp;=&nbsp;8	Colorless, white, gray, yellowish brown	Perfect on {110} and {1 {{overline|1}} 0}	Uneven	5	Vitreous, silky when fibrous	Biaxial (+)	White	2.26	Transparent to translucent, opaque	nα = 1.505 nβ = 1.505 nγ = 1.505	Pyramidal (mm2) <br/><small>(same [[H-M symbol]])</small>	δ = 0.001	As elongated prismatic crystals, commonly in hairlike tufts and aggregates of fibers; radiating compact masses; stalactitic; porcelaneous
882	Messelite	Phosphate mineral	Ca<sub>2</sub>(Fe<sup>2+</sup>,Mn<sup>2+</sup>)(PO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O	8.CG.05	Triclinic	''P'' {{overbar|1}}	a = 5.8&nbsp;Å, b = 6.6&nbsp;Å, c = 5.5&nbsp;Å <br/>α = 102°, β = 109°, γ = 90°; Z&nbsp;=&nbsp;1	White, pale greenish white, greenish gray, pink, colorless	Perfect on {001}, producing curved irregular surfaces	Uneven	3.5		Biaxial (+)		3.16	Translucent	n<sub>α</sub> = 1.644<br>n<sub>β</sub> = 1.653<br>n<sub>γ</sub> = 1.680	Pinacoidal ( {{overbar|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.036	
883	Metacinnabar	Sulfide mineral	HgS	2.CB.05a	Cubic crystal system,Cubic	''F'' {{overline|4}} 3m	a = 5.8717(5)&nbsp;Å; Z&nbsp;=&nbsp;4	Grayish black	None	Subconchoidal	3	Metallic		Black	7.7 - 7.8	Opaque		Hextetrahedral ( {{overline|4}} 3m) <br>[[H-M symbol]]: ( {{overline|4}} 3m)		Massive, rarely as tetrahedral crystals, as incrustations
884	Metatorbernite	Phosphate minerals	[[Copper|Cu]]([[Uranium|U]][[Oxygen|O]]<sub>2</sub>)<sub>2</sub>([[Phosphorus|P]][[Oxygen|O]]<sub>4</sub>)<sub>2</sub>·8([[Hydrogen|H]]<sub>2</sub>[[Oxygen|O]])	8.EB.10	Tetragonal	''P4/n''		Light to dark green	Perfect	Brittle	2.5	Vitreous, adamantine		Light green	3.7-3.8		1.624-1.626	Dipyramidal (4/m) <br/><small>(same [[H-M symbol]])</small>		Flat plates
885	Metazeunerite	Phosphate minerals	Cu(UO<sub>2</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O	8.EB.10	Tetragonal	''P4/n''	a = 7.1094&nbsp;Å, c = 17.416&nbsp;Å; <br/>Z&nbsp;=&nbsp;2	Varies from pale to green	Perfect on {001}; distinct on {010}	Uneven	2-2.5	Vitreous to dull	Uniaxial(-)	Pale green	3.87	Transparent to translucent	n<sub>w</sub>=1.643-1.651 n<sub>ε</sub>=1.623-1.635	Dipyramidal (4/m) <br/><small>(same [[H-M symbol]])</small>	.020	Tabular rectangular crystals with two pinacoid faces; foliated or micaceous aggregates
886	Meyerhofferite	Nesoborates	Ca<sub>2</sub>B<sub>6</sub>O<sub>6</sub>(OH)<sub>10</sub>·2H<sub>2</sub>O	6.CA.30	Triclinic	''P'' {{overline|1}}												Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>		
887	Miargyrite		[[silver|Ag]][[antimony|Sb]][[sulfur|S]]<sub>2</sub>	2.HA.10	Monoclinic	''C2/c''					2- {{frac|2|1|2}}			red	5.2			Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
888	Mica	Phyllosilicates	AB<sub>2–3</sub>(X, Si)<sub>4</sub>O<sub>10</sub>(O, F, OH)<sub>2</sub>					purple, rosy, silver, gray ([[lepidolite]]); dark green, brown, black ([[biotite]]); yellowish-brown, green-white ([[phlogopite]]); colorless, transparent ([[muscovite]])	Almost perfect	flaky	2.5–4 ([[lepidolite]]); 2.5–3 [[biotite]]; 2.5–3 [[phlogopite]]; 2–2.5 [[muscovite]]	pearly, vitreous		White, colorless	2.8–3.0					
889	Microcline	Tektosilicate	KAlSi<sub>3</sub>O<sub>8</sub>			P {{overline|1}} (no. 2)		White, grey, greyish yellow, yellowish, tan, salmon-pink, bluish green, green.	Has perfect cleavage parallel to {001} and good cleavage on {010}. Cleavages intersect at 90°41'. It can be difficult to see cleavage in thin section due to microcline's low relief.		6-6.5	Vitreous	Biaxial negative	White	2.5-2.6	Transparent, translucent	nα = 1.514 - 1.529 nβ = 1.518 - 1.533 nγ = 1.521 - 1.539		Up to first order white (roughly 0.007)	Can be anhedral or euhedral. Grains are commonly elongate with a tabular appearance. May contain lamellae which formed from exsolved albite.
890	Microlite	Oxide minerals	{{chem2|(Na,Ca)2Ta2O6(O,OH,F)}}	04.DH.15	Cubic	''Fd {{overline|3}} m'' (no. 227)														
891	Millerite	Sulfide mineral	NiS	2.CC.20	Trigonal	''R3m''	a = 9.607&nbsp;Å, c = 3.143&nbsp;Å; Z&nbsp;=&nbsp;9	Pale brass-yellow to bronze-yellow, tarnishes to iridescence	Perfect on {10 {{overline|1}} 1} and {01 {{overline|1}} 2} - obscured by typical form	Uneven	3 - 3.5	Metallic		Greenish black	5.3 - 5.5	Opaque		Ditrigonal pyramidal (3m) <br/><small>(same [[H-M symbol]])</small>		Typically acicular (needle-like) often in radial sprays - also massive
892	Millosevichite	Sulfate mineral	Al<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>	7.AB.05	Trigonal	''R'' {{overline|3}}	a = 8.05&nbsp;Å, c = 21.19&nbsp;Å; Z&nbsp;=&nbsp;6	Indigo, bright red, brick-red			1.5	Vitreous	Uniaxial (+)		1.72 measured	Semitransparent	n<sub>ω</sub> = 1.500 n<sub>ε</sub> = 1.515	Rhombohedral ( {{overline|3}} ) <br>[[H-M symbol]]: ( {{overline|3}} )	δ = 0.015	Granular aggregates of minute crystals; stalactitic porous masses
893	Mimetite	Arsenate minerals  Apatite group	Pb<sub>5</sub>(AsO<sub>4</sub>)<sub>3</sub>Cl	8.BN.05	Hexagonal crystal system,Hexagonal	''P6''<sub>3</sub>/m	a = 10.250(2)&nbsp;Å, <br/>c = 7.454(1)&nbsp;Å; Z&nbsp;=&nbsp;2	Pale to bright yellow, yellowish brown, yellow-orange, white, may be colorless	[10 {{overline|1}} 1] Imperfect	Brittle, conchoidal	3.5 - 4	Resinous, subadamantine	Uniaxial (-), anomalously biaxial	White	7.1 - 7.24	Transparent to translucent	n<sub>ω</sub> = 2.147 n<sub>ε</sub> = 2.128	Dipyramidal (6/m) <br/><small>(same [[H-M symbol]])</small>	0.019	Prismatic to acicular crystals; reniform, botryoidal, globular,
895	Minnesotaite	Silicate mineral	(Fe<sup>2+</sup>,Mg)<sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>	9.EC.05	Triclinic	''P'' {{overline|1}}	a = 5.623(2)&nbsp;Å, <br/>b = 9.419(2)&nbsp;Å, <br/>c = 9.624(3)&nbsp;Å; <br/>α = 85.21(3)°, β = 95.64(3)°, <br/>γ = 90.00°; Z&nbsp;=&nbsp;2	Greenish gray to olive-green	Perfect on {001}, micaceous	Uneven and irregular	1.5 - 2	Greasy to waxy, dull	Biaxial (-)		3.01	Translucent	n<sub>α</sub> = 1.578 - 1.583 n<sub>β</sub> = 1.578 - 1.622 n<sub>γ</sub> = 1.615 - 1.623	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.037 - 0.040	Occurs as microscopic needles or platelets, the needles occur in radiating clusters or in sheaves; also fibrous
