,name,image,caption,category,formula,strunz,system,dana,class,symmetry,unit cell,habit,cleavage,mohs,luster,opticalprop,refractive,birefringence,streak,density,diaphaneity,impurities,colour,post_town,var6text,postcode_district,polish,population,unitary_scotland,diagnostic,melt,death_place,birth_place,field,var1,var4,official_name,dispersion,coordinates,static_image_caption,country,fluorescence,color,boxtextcolor,known_for,solubility,lieutenancy_scotland,alteration,var3text,constituency_scottish_parliament,birth_date,count,other,residence,var5,twinning,image_size,imagesize,alt,fusibility,fracture,tenacity,var6,os_grid_reference,var1text,var5text,molweight,gravity,death_date,absorption,var4text,postcode_area,prop1,pleochroism,prop1text,var3,constituency_westminster,lustre,2V,boxwidth,boxes,boxbgcolor,var2text,references,var2
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Gedrite,Gedrite-Magnetite-448448.jpg,Gedrite on a [[feldspar]] [[matrix (geology)|matrix]],"Inosilicate, ferromagnesian amphibole group",{{chem2|Mg2(Mg3Al2)(Si6Al2)O22(OH)2}},9.DD.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pnma'',"a = 18.59, b = 17.89 <br/>c = 5.3&nbsp;[Å]; Z&nbsp;=&nbsp;4",Bladed and prismatic crystals; fibrous and sheath like aggregates.,56 and 126° - good; {210} perfect,5.5 - 6,Vitreous to silky,Biaxial (+),n<sub>α</sub> = 1.671 n<sub>β</sub> = 1.681 n<sub>γ</sub> = 1.690,δ = 0.019,,,"Translucent, will transmit light on thin edges.",,,,,,,,,,,,,,,,,,,,,,"White, gray, brown, green, black",,,,,,,,,,,,,contact twinning,,,,,Splintery,,,,,,,3.18 - 3.33,,,,,,Weak to moderate,,,,,Measured: 75°,,,,,,
234,Gedrite,Gedrite-Magnetite-448448.jpg,Gedrite on a [[feldspar]] [[matrix (geology)|matrix]],"Inosilicate, ferromagnesian amphibole group",{{chem2|Mg2(Mg3Al2)(Si6Al2)O22(OH)2}},9.DD.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pnma'',"a = 18.59, b = 17.89 <br/>c = 5.3&nbsp;[Å]; Z&nbsp;=&nbsp;4",Bladed and prismatic crystals; fibrous and sheath like aggregates.,56 and 126° - good; {210} perfect,5.5 - 6,Vitreous to silky,Biaxial (+),n<sub>α</sub> = 1.671 n<sub>β</sub> = 1.681 n<sub>γ</sub> = 1.690,δ = 0.019,,,"Translucent, will transmit light on thin edges.",,,,,,,,,,,,,,,,,,,,,,"White, gray, brown, green, black",,,,,,,,,,,,,contact twinning,,,,,Splintery,,,,,,,3.18 - 3.33,,,,,,Weak to moderate,,,,,Measured: 75°,,,,,,
235,Cummingtonite,Amphibole - Cummingtonite w- chlorite in schist Magnesium iron silicate 3800 foot level Homestake Mine Lawrence COunty South Dakota 2071.jpg,,[[Inosilicate]],"{{chem|(Mg|,Fe|2+|)|2|(Mg|,Fe|2+|)|5|Si|8|O|22|(OH)|2}}",9.DE.05,[[Monoclinic]],,Prismatic (2/m) <br/>[[H-M symbol]]: (2/m),Monoclinic <br/>[[Space group]]: ''C2/m'',"a = 9.53&nbsp;Å, b = 18.23&nbsp;Å, <br/>c = 5.32&nbsp;Å; β = 101.97°; Z&nbsp;=&nbsp;2",Rarely as distinct crystals. Columnar to fibrous and granular,Good on {110} intersecting at 54 and 126°,5–6,Vitreous to silky,Biaxial (+),n<sub>α</sub> = 1.639–1.671<br> n<sub>β</sub> = 1.647–1.689<br> n<sub>γ</sub> = 1.664–1.708,δ = 0.025–0.037,,,"Translucent, will transmit light on thin edges.",,,,,,,,,"Characterized by light brown color and needlelike, often radiating habit. Difficult to distinguish from anthophyllite or gedrite without optical and/or X-ray tests.",,,,,,,,,,,,,"Dark green, brown, gray, beige; colorless to pale green in thin section",,,,,,,,,,,,,Simple and lamellar – common,,,,,Splintery,Brittle,,,,,,3.1–3.6,,,,,,"With increasing iron content, weak; X = Y = colorless; Z = pale green",,,,,"Measured: 65° to 90°, Calculated: 70° to 90°",,,,,,
236,Grunerite,"Gruenerite Schist Metamorphic Rock North of Keystone, South Dakota 2916.jpg",Grunerite from [[South Dakota]],[[Inosilicate]],Fe<sub>7</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.05,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"[[Columnar]], acicular",,5 - 6,[[Vitreous lustre|Vitreous]],,,,Colorless,3.4 - 3.5,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,Non-fluorescent,"Ashen, brown, brownish green, dark gray",,,,,,,,,,Not radioactive,,,,,,,,,,,,,,"1,001.61 g/mol",3.45,,,,,,,,,,,,,,,,,
237,Arfvedsonite,Arfvedsonit-167989.jpg,,[[Inosilicates]]<br />[[Amphiboles]],[Na][Na<sub>2</sub>][(Fe<sup>2+</sup>)<sub>4</sub>Fe<sup>3+</sup>][(OH)<sub>2</sub> Si<sub>8</sub>O<sub>22</sub>],9.DE.25 (10 ed) <br /><small>VIII/F.08-100 (8 ed)</small>,[[Monoclinic]],66.1.3c.9,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"Fibrous, radial prismatic aggregates",Perfect on [110],5–6,Vitreous,Biaxial (-),n<sub>α</sub> = 1.652–1.699 <br>n<sub>β</sub> = 1.660–1.705<br> n<sub>γ</sub> = 1.666–1.708,δ = 0.014,"Deep bluish gray, gray-green",,Translucent to opaque,,,,,,,,,,,,,,,,,r > v strong,,,,,"Black, deep green on thin edges",,,,,,,,,,,,,Simple or lamellar parallel to [100],,260px,,,Uneven,Brittle,,,,,,3.3–3.5,,,,,,"Strong: Blue-greens, yellow-browns, gray-violets",,,,,,,,,,,
238,Riebeckite,"Crystals of black riebeckite in alkaline pegmatite, near Évisa (Corsica, France).jpg","Black riebeckite in an alkaline pegmatite from Lindinosa near Évisa, Corsica, France",Silicate mineral,Na<sub>2</sub>(Fe<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup><sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.76&nbsp;[[angstrom|Å]], b = 18.04&nbsp;Å <br/>c = 5.33&nbsp;Å; β = 103.59°; Z&nbsp;=&nbsp;2","As prismatic crystals, commonly fibrous, asbestiform; earthy, massive","Perfect on {110}, intersecting at 56° and 124°; partings on {100} and {010}",6,Vitreous to silky,Biaxial (-),n<sub>α</sub> = 1.680–1.698 n<sub>β</sub> = 1.683–1.700 n<sub>γ</sub> = 1.685–1.706,δ = 0.005–0.008,Pale to bluish gray,,Semitransparent,,,,,,,,,,,,,,,,,Strong,,,,,"Black, dark blue; dark blue to yellow-green in thin section",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,260px,,,Conchoidal to uneven,Brittle,,,,,,3.28–3.44,,,,,,"X = blue, indigo; Y = yellowish green, yellow brown; Z = dark blue",,,,,"Measured: 68° to 85°, Calculated: 62° to 78°",,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Glaucophane,Glaucophane bleu de Groix.jpg,Bleu Gemm glaucophane with fuchsite,[[Inosilicates]] <br/>Sodic amphibole group,☐Na<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.25,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"slender long prisms, Massive granular to columnar",Good on [110] and on [001],6.0 - 6.5,Vitreous - pearly,Biaxial (-),nα = 1.606 - 1.637 nβ = 1.615 - 1.650 nγ = 1.627 - 1.655,δ = 0.021,Grayish blue,,Translucent,,,,,,,,,,,,,,,,,Strong,,,,,"Gray, navy blue, lavender-blue",,,,,,,,,,,,,,,260px,,,Brittle - conchoidal,,,,,,,3 - 3.15,,,,,,Strong,,,,,,,,,,,
245,Glaucophane,Glaucophane bleu de Groix.jpg,Bleu Gemm glaucophane with fuchsite,[[Inosilicates]] <br/>Sodic amphibole group,☐Na<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.25,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"slender long prisms, Massive granular to columnar",Good on [110] and on [001],6.0 - 6.5,Vitreous - pearly,Biaxial (-),nα = 1.606 - 1.637 nβ = 1.615 - 1.650 nγ = 1.627 - 1.655,δ = 0.021,Grayish blue,,Translucent,,,,,,,,,,,,,,,,,Strong,,,,,"Gray, navy blue, lavender-blue",,,,,,,,,,,,,,,260px,,,Brittle - conchoidal,,,,,,,3 - 3.15,,,,,,Strong,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Riebeckite,"Crystals of black riebeckite in alkaline pegmatite, near Évisa (Corsica, France).jpg","Black riebeckite in an alkaline pegmatite from Lindinosa near Évisa, Corsica, France",Silicate mineral,Na<sub>2</sub>(Fe<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup><sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.76&nbsp;[[angstrom|Å]], b = 18.04&nbsp;Å <br/>c = 5.33&nbsp;Å; β = 103.59°; Z&nbsp;=&nbsp;2","As prismatic crystals, commonly fibrous, asbestiform; earthy, massive","Perfect on {110}, intersecting at 56° and 124°; partings on {100} and {010}",6,Vitreous to silky,Biaxial (-),n<sub>α</sub> = 1.680–1.698 n<sub>β</sub> = 1.683–1.700 n<sub>γ</sub> = 1.685–1.706,δ = 0.005–0.008,Pale to bluish gray,,Semitransparent,,,,,,,,,,,,,,,,,Strong,,,,,"Black, dark blue; dark blue to yellow-green in thin section",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,260px,,,Conchoidal to uneven,Brittle,,,,,,3.28–3.44,,,,,,"X = blue, indigo; Y = yellowish green, yellow brown; Z = dark blue",,,,,"Measured: 68° to 85°, Calculated: 62° to 78°",,,,,,
258,Riebeckite,"Crystals of black riebeckite in alkaline pegmatite, near Évisa (Corsica, France).jpg","Black riebeckite in an alkaline pegmatite from Lindinosa near Évisa, Corsica, France",Silicate mineral,Na<sub>2</sub>(Fe<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup><sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.76&nbsp;[[angstrom|Å]], b = 18.04&nbsp;Å <br/>c = 5.33&nbsp;Å; β = 103.59°; Z&nbsp;=&nbsp;2","As prismatic crystals, commonly fibrous, asbestiform; earthy, massive","Perfect on {110}, intersecting at 56° and 124°; partings on {100} and {010}",6,Vitreous to silky,Biaxial (-),n<sub>α</sub> = 1.680–1.698 n<sub>β</sub> = 1.683–1.700 n<sub>γ</sub> = 1.685–1.706,δ = 0.005–0.008,Pale to bluish gray,,Semitransparent,,,,,,,,,,,,,,,,,Strong,,,,,"Black, dark blue; dark blue to yellow-green in thin section",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,260px,,,Conchoidal to uneven,Brittle,,,,,,3.28–3.44,,,,,,"X = blue, indigo; Y = yellowish green, yellow brown; Z = dark blue",,,,,"Measured: 68° to 85°, Calculated: 62° to 78°",,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Arfvedsonite,Arfvedsonit-167989.jpg,,[[Inosilicates]]<br />[[Amphiboles]],[Na][Na<sub>2</sub>][(Fe<sup>2+</sup>)<sub>4</sub>Fe<sup>3+</sup>][(OH)<sub>2</sub> Si<sub>8</sub>O<sub>22</sub>],9.DE.25 (10 ed) <br /><small>VIII/F.08-100 (8 ed)</small>,[[Monoclinic]],66.1.3c.9,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"Fibrous, radial prismatic aggregates",Perfect on [110],5–6,Vitreous,Biaxial (-),n<sub>α</sub> = 1.652–1.699 <br>n<sub>β</sub> = 1.660–1.705<br> n<sub>γ</sub> = 1.666–1.708,δ = 0.014,"Deep bluish gray, gray-green",,Translucent to opaque,,,,,,,,,,,,,,,,,r > v strong,,,,,"Black, deep green on thin edges",,,,,,,,,,,,,Simple or lamellar parallel to [100],,260px,,,Uneven,Brittle,,,,,,3.3–3.5,,,,,,"Strong: Blue-greens, yellow-browns, gray-violets",,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Fluororichterite,Fluororichterite-Calcite-280570.jpg,"Fluororichterite with calcite from Wilberforce, Monmouth Township, Haliburton County, Ontario, Canada (size: 6.6 x 4.4 x 3.8 cm)",[[Silicate mineral]],Na(NaCa)Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>F<sub>2</sub>,9.DE.20,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',"a = 9.763, b = 17.89 <br/>c = 5.122&nbsp;[Å]; β = 102.25°; Z&nbsp;=&nbsp;2",,,5 - 6,Vitreous,,,,White,,,,,,,,,,,,,,,,,,,,,,,,"Brown to brownish-red, rose-red, yellow, grey-brown, also pale to dark green",,,,,,,,,,,,,,,260px,,,,,,,,,,3.17,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Richterite,Richterite-mrz156a.jpg,"Richterite. Wilberforce, Monmouth Township, Haliburton County, Ontario, Canada.",[[Inosilicates]],Na(NaCa)Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.20,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C''2/m,,Prismatic; acicular or asbestiform,Perfect,5-6,Vitreous,Biaxial (-),nα = 1.615 nβ = 1.629 nγ = 1.636,δ = 0.021,Pale yellow,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,,"Brown, yellow, red, or green",,,,,,,,,,,,,Simple or multiple parallel to {100},,,,,"Uneven, brittle",,,,,,,3.0-3.5,,,,,,"Strong: pale yellow, orange, and red",,,,,68° measured,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Tremolite,Tremolite Campolungo.jpg,,[[Inosilicates]],Ca<sub>2</sub>(Mg<sub>5.0-4.5</sub>Fe<sup>2+</sup><sub>0.0-0.5</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'' (no. 12),"a = 9.84&nbsp;[[Ångström|Å]], b = 18.02&nbsp;Å <br/>c = 5.27&nbsp;Å; β = 104.95°; Z&nbsp;=&nbsp;2","Elongated prismatic, or flattened crystals; also as fibrous, granular or columnar aggregates",Perfect on {110} at 56° and 124°; partings on {010} and {100},5 – 6,Vitreous and silky,Biaxial (-),n<sub>α</sub> = 1.599 - 1.612 n<sub>β</sub> = 1.613 - 1.626 n<sub>γ</sub> = 1.625 - 1.637,δ = 0.026,White,,Transparent to translucent,,,,,,,,,,,,,,,,,,,,,"Short UV=yellow, Long UV=range pink","White, gray, lavender to pink, light green, light yellow",,,,,,,,,,,,,"Simple or multiple, common parallel to {100}; rarely parallel to {001}",,300px,,,,Brittle,,,,,,2.99 – 3.03,,,,,,,,,,,Measured: 86° to 88°,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Kaersutite,Kaersutite in tuff.jpg,"Kaersutite (black) in tuff. Locality: Suletice, [[Czech Republic]]",[[Inosilicate]],NaCa<sub>2</sub>(Mg<sub>3</sub>Ti<sup>4+</sup>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],66.01.03a.18,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"Prismatic phenocrysts, granular aggregates","Perfect on {110}, intersecting at 56° and 124°",5 - 6,Vitreous,Biaxial (-),nα = 1.670 - 1.689 nβ = 1.690 - 1.741 nγ = 1.700 - 1.772,δ = 0.030 - 0.083,Pale brownish-grey,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,"Dark brown to black - yellow-brown, green-brown, or red-brown in [[thin section]]",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,,,,,Brittle,,,,,,3.20 - 3.28,,,,,,"Strong; X = yellow, yellow-brown; Y = red, red-brown; Z = deep brown, dark red-brown.",,,,,66 - 82°,,,,,,
278,Kaersutite,Kaersutite in tuff.jpg,"Kaersutite (black) in tuff. Locality: Suletice, [[Czech Republic]]",[[Inosilicate]],NaCa<sub>2</sub>(Mg<sub>3</sub>Ti<sup>4+</sup>Al)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,9.DE.10,[[Monoclinic]],66.01.03a.18,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/m'',,"Prismatic phenocrysts, granular aggregates","Perfect on {110}, intersecting at 56° and 124°",5 - 6,Vitreous,Biaxial (-),nα = 1.670 - 1.689 nβ = 1.690 - 1.741 nγ = 1.700 - 1.772,δ = 0.030 - 0.083,Pale brownish-grey,,Semitransparent,,,,,,,,,,,,,,,,,,,,,,"Dark brown to black - yellow-brown, green-brown, or red-brown in [[thin section]]",,,,,,,,,,,,,Simple or multiple twinning parallel to {100},,,,,,Brittle,,,,,,3.20 - 3.28,,,,,,"Strong; X = yellow, yellow-brown; Y = red, red-brown; Z = deep brown, dark red-brown.",,,,,66 - 82°,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
282,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
283,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
284,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
285,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
286,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
287,Chlorite group,ChloriteUSGOV.jpg,,[[Phyllosilicates]],"{{Chem2|(Mg,Fe)3(Si,Al)4O10(OH)2*(Mg,Fe)3(OH)6}}",,[[Monoclinic]] 2/m; with some [[triclinic]] polymorphs.,,,,,"Foliated masses, scaley aggregates, disseminated flakes.",Perfect 001,2–2.5,"Vitreous, pearly, dull",,1.57–1.67,,Pale green to grey,,,,,,,,,,,,,,,,,,,,,,,,"Various shades of green; rarely yellow, red, or white.",,,,,,,,,,Folia flexible – not elastic,,,,,260px,,,Lamellar,,,,,,,2.6–3.3,,,,,,,,,,,,,,,,,
